title,description,topic,date,link
How is Machine Learning Beneficial in Mobile App Development?,"Mobile app developers have a lot to gain by implementing AI & Machine Learning from the revolutionary changes that these disruptive technologies can offer. This is due to AI and ML's potential to strengthen mobile applications, providing for smoother user experiences capable of leveraging powerful features.",App," Sep 1, 2021",https://www.kdnuggets.com/2021/09/machine-learning-beneficial-mobile-app-development.html
The Significance of Data-centric AI,How a systematic way of maintaining data quality can do wonders to your model performance.,AI," Aug 27, 2021",https://www.kdnuggets.com/2021/08/significance-data-centric-ai.html
Automated Data Labeling with Machine Learning,Labeling training data is the one step in the data pipeline that has resisted automation. It’s time to change that.,Data Labeling," Aug 26, 2021",https://www.kdnuggets.com/2021/08/watchful-automated-data-labeling-machine-learning.html
Learning Data Science and Machine Learning: First Steps After The Roadmap,"Just getting into learning data science may seem as daunting as (if not more than) trying to land your first job in the field. With so many options and resources online and in traditional academia to consider, these pre-requisites and pre-work are recommended before diving deep into data science and AI/ML.",Data Science," Aug 24, 2021",https://www.kdnuggets.com/2021/08/learn-data-science-machine-learning.html
Enhancing Machine Learning Personalization through Variety,"Personalization drives growth and is a touchstone of good customer experience. Personalization driven through machine learning can enable companies to improve this experience while improving ROI for marketing campaigns. However, challenges exist in these techniques for when personalization makes sense and how and when specific options are recommended.",Machine Learning," Aug 19, 2021",https://www.kdnuggets.com/2021/08/machine-learning-personalization-variety.html
Model Drift in Machine Learning – How To Handle It In Big Data,"Rendezvous Architecture helps you run and choose outputs from a Champion model and many Challenger models running in parallel without many overheads. The original approach works well for smaller data sets, so how can this idea adapt to big data pipelines?",Big Data," Aug 17, 2021",https://www.kdnuggets.com/2021/08/model-drift-machine-learning-big-data.html
Agile Data Labeling: What it is and why you need it,The notion of Agile in software development has made waves across industries with its revolution for productivity. Can the same benefits be applied to the often arduous task of annotating data sets for machine learning?,Agile," Aug 16, 2021",https://www.kdnuggets.com/2021/08/agile-data-labeling.html
Introduction to Statistical Learning Second Edition,"The second edition of the classic ""An Introduction to Statistical Learning, with Applications in R"" was published very recently, and is now freely-available via PDF on the book's website.",Books," Aug 13, 2021",https://www.kdnuggets.com/2021/08/introduction-statistical-learning-v2.html
MLOps And Machine Learning Roadmap,A 16–20 week roadmap to review machine learning and learn MLOps.,Courses," Aug 12, 2021",https://www.kdnuggets.com/2021/08/mlops-machine-learning-roadmap.html
How to Detect and Overcome Model Drift in MLOps,"This article has a look at model drift, and how to detect and overcome it in production MLOps.",Machine Learning," Aug 12, 2021",https://www.kdnuggets.com/2021/08/detect-overcome-model-drift-mlops.html
2021 State of Production Machine Learning Survey,We invite you to take the 2021 State of Production Machine Learning survey and help shed light on the latest trends in the adoption of machine learning (ML) in the industry.,Anyscale," Aug 11, 2021",https://www.kdnuggets.com/2021/08/anyscale-2021-state-production-machine-learning-survey.html
Visualizing Bias-Variance,"In this article, we'll explore some different perspectives of what the bias-variance trade-off really means with the help of visualizations.",Bias," Aug 10, 2021",https://www.kdnuggets.com/2021/08/visualizing-bias-variance.html
Artificial Intelligence vs Machine Learning in Cybersecurity,"Artificial Intelligence and Machine Learning are the next-gen technology used in various fields. With the rise in online threats, it has become essential to include these technologies in cybersecurity. In this post, we will know what roles do AI and ML play in cybersecurity.",AI," Aug 5, 2021",https://www.kdnuggets.com/2021/08/artificial-intelligence-machine-learning-cybersecurity.html
Mastering Clustering with a Segmentation Problem,The one stop shop for implementing the most widely used models in Python for unsupervised clustering.,Clustering," Aug 3, 2021",https://www.kdnuggets.com/2021/08/mastering-clustering-segmentation-problem.html
30 Most Asked Machine Learning Questions Answered,"There is always a lot to learn in machine learning. Whether you are new to the field or a seasoned practitioner and ready for a refresher, understanding these key concepts will keep your skills honed in the right direction.",Beginners," Aug 3, 2021",https://www.kdnuggets.com/2021/08/30-machine-learning-questions-answered.html
3 Reasons Why You Should Use Linear Regression Models Instead of Neural Networks,"While there may always seem to be something new, cool, and shiny in the field of AI/ML, classic statistical methods that leverage machine learning techniques remain powerful and practical for solving many real-world business problems.",Linear Regression," Aug 2, 2021",https://www.kdnuggets.com/2021/08/3-reasons-linear-regression-instead-neural-networks.html
10 Machine Learning Model Training Mistakes,These common ML model training mistakes are easy to overlook but costly to redeem.,Machine Learning," Jul 30, 2021",https://www.kdnuggets.com/2021/07/10-machine-learning-model-training-mistakes.html
Building Machine Learning Pipelines using Snowflake and Dask,"In this post, I want to share some of the tools that I have been exploring recently and show you how I use them and how they helped improve the efficiency of my workflow. The two I will talk about in particular are Snowflake and Dask. Two very different tools but ones that complement each other well especially as part of the ML Lifecycle.",Dask," Jul 28, 2021",https://www.kdnuggets.com/2021/07/building-machine-learning-pipelines-snowflake-dask.html
"KDnuggets™ News 21:n28, Jul 28: Design patterns in machine learning; The Best NLP Course is Free","What are the Design patterns for Machine Learning and why you should know them? For more advanced readers, how to use Kafka Connect to create an open source data pipeline for processing real-time data; The state-of-the-art NLP course is freely available; Python Data Structures Compared; Update your Machine Learning skills this summer.",Kafka," Jul 28, 2021",https://www.kdnuggets.com/2021/n28.html
Machine Learning Skills – Update Yours This Summer,"The process of mastering new knowledge often requires multiple passes to ensure the information is deeply understood. If you already began your journey into machine learning and data science, then you are likely ready for a refresher on topics you previously covered. This eight-week self-learning path will help you recapture the foundations and prepare you for future success in applying these skills.",Computer Vision," Jul 27, 2021",https://www.kdnuggets.com/2021/07/update-your-machine-learning-skills.html
ColabCode: Deploying Machine Learning Models From Google Colab,"New to ColabCode? Learn how to use it to start a VS Code Server, Jupyter Lab, or FastAPI.",Deployment," Jul 22, 2021",https://www.kdnuggets.com/2021/07/colabcode-deploying-machine-learning-models-google-colab.html
Design patterns in machine learning,Can we abstract best practices to real design patterns yet?,Design," Jul 21, 2021",https://www.kdnuggets.com/2021/07/design-patterns-machine-learning.html
"KDnuggets™ News 21:n27, Jul 21: Top 6 Data Science Online Courses in 2021; Geometric Foundations of Deep Learning","Top 6 Data Science Online Courses in 2021; Geometric foundations of Deep Learning; Google’s Director of Research Advice for Learning Data Science; SQL, Syllogisms, and Explanations; How to Create Unbiased Machine Learning Models",Bias," Jul 21, 2021",https://www.kdnuggets.com/2021/n27.html
When to Retrain an Machine Learning Model? Run these 5 checks to decide on the schedule,"Machine learning models degrade with time, and need to be regularly updated. In the article, we suggest how to approach retraining and plan for it in advance.",Data Science," Jul 20, 2021",https://www.kdnuggets.com/2021/07/retrain-machine-learning-model-5-checks-decide-schedule.html
How Much Memory is your Machine Learning Code Consuming?,Learn how to quickly check the memory footprint of your machine learning function/module with one line of command. Generate a nice report too.,Machine Learning," Jul 19, 2021",https://www.kdnuggets.com/2021/07/memory-machine-learning-code-consuming.html
Advice for Learning Data Science from Google’s Director of Research,"Surfing the professional career wave in data science is a hot prospect for many looking to get their start in the world. The digital revolution continues to create many exciting new opportunities. But, jumping in too fast without fully establishing your foundational skills can be detrimental to your success, as is suggested by this advice for data science newbies from Peter Norvig, the Director of Research at Google.",Advice," Jul 19, 2021",https://www.kdnuggets.com/2021/07/google-advice-learning-data-science.html
How to Create Unbiased Machine Learning Models,"In this post we discuss the concepts of bias and fairness in the Machine Learning world, and show how ML biases often reflect existing biases in society. Additionally, We discuss various methods for testing and enforcing fairness in ML models.",AI," Jul 16, 2021",https://www.kdnuggets.com/2021/07/create-unbiased-machine-learning-models.html
"High-Performance Deep Learning: How to train smaller, faster, and better models – Part 5","Training efficient deep learning models with any software tool is nothing without an infrastructure of robust and performant compute power. Here, current software and hardware ecosystems are reviewed that you might consider in your development when the highest performance possible is needed.",Deep Learning," Jul 16, 2021",https://www.kdnuggets.com/2021/07/high-performance-deep-learning-part5.html
Pushing No-Code Machine Learning to the Edge,"Discover the power of no-code machine learning, and what it can accomplish when pushed to edge devices.",Cloud Computing," Jul 16, 2021",https://www.kdnuggets.com/2021/07/pushing-no-code-machine-learning-edge.html
"High-Performance Deep Learning: How to train smaller, faster, and better models – Part 4","With the right software, hardware, and techniques at your fingertips, your capability to effectively develop high-performing models now hinges on leveraging automation to expedite the experimental process and building with the most efficient model architectures for your data.",Attention," Jul 9, 2021",https://www.kdnuggets.com/2021/07/high-performance-deep-learning-part4.html
MLOps is an Engineering Discipline: A Beginner’s Overview,MLOps = ML + DEV + OPS. MLOps is the idea of combining the long-established practice of DevOps with the emerging field of Machine Learning.,Data Engineering," Jul 8, 2021",https://www.kdnuggets.com/2021/07/mlops-engineering-discipline.html
Predict Customer Churn (the right way) using PyCaret,A step-by-step guide on how to predict customer churn the right way using PyCaret that actually optimizes the business objective and improves ROI.,Churn," Jul 5, 2021",https://www.kdnuggets.com/2021/07/pycaret-predict-customer-churn-right-way.html
"High-Performance Deep Learning: How to train smaller, faster, and better models – Part 3","Now that you are ready to efficiently build advanced deep learning models with the right software and hardware tools, the techniques involved in implementing such efforts must be explored to improve model quality and obtain the performance that your organization desires.",Compression," Jul 2, 2021",https://www.kdnuggets.com/2021/07/high-performance-deep-learning-part3.html
From Scratch: Permutation Feature Importance for ML Interpretability,Use permutation feature importance to discover which features in your dataset are useful for prediction — implemented from scratch in Python.,Feature Selection," Jun 30, 2021",https://www.kdnuggets.com/2021/06/from-scratch-permutation-feature-importance-ml-interpretability.html
"KDnuggets™ News 21:n24, Jun 30: What will the demand for Data Scientists be in 10 years?; Add A New Dimension To Your Photos Using Python",What will the demand for Data Scientists be in 10 years? Will Data Scientists be extinct?; Add A New Dimension To Your Photos Using Python; Data Scientists are from Mars and Software Developers are from Venus; How to Train a Joint Entities and Relation Extraction Classifier using BERT Transformer with spaCy 3; In-Warehouse Machine Learning and the Modern Data Science Stack,Data Science," Jun 30, 2021",https://www.kdnuggets.com/2021/n24.html
"High-Performance Deep Learning: How to train smaller, faster, and better models – Part 2","As your organization begins to consider building advanced deep learning models with efficiency in mind to improve the power delivered through your solutions, the software and hardware tools required for these implementations are foundational to achieving high-performance.",Deep Learning," Jun 25, 2021",https://www.kdnuggets.com/2021/06/high-performance-deep-learning-part2.html
In-Warehouse Machine Learning and the Modern Data Science Stack,"As your organization matures its data science portfolio and capabilities, establishing a modern data stack is vital to enabling such growth. Here, we overview various in-data warehouse machine learning services, and discuss each of their benefits and requirements.",Amazon Redshift," Jun 24, 2021",https://www.kdnuggets.com/2021/06/in-warehouse-machine-learning-modern-data-science-stack.html
Create and Deploy Dashboards using Voila and Saturn Cloud,"Working with and training large datasets, maintaining them all in one place, and deploying them to production is a challenging job. In this article, we covered what Saturn Cloud is and how it can speed up your end-to-end pipeline, how to create dashboards using Voila and Python and publish them to production in just a few easy steps.",Analytics," Jun 23, 2021",https://www.kdnuggets.com/2021/06/create-deploy-dashboards-voila-saturn-cloud.html
Amazing Low-Code Machine Learning Capabilities with New Ludwig Update,"Integration with Ray, MLflow and TabNet are among the top features of this release.",Low-Code," Jun 22, 2021",https://www.kdnuggets.com/2021/06/ludwig-update-includes-low-code-machine-learning-capabilities.html
"High Performance Deep Learning, Part 1","Advancing deep learning techniques continue to demonstrate incredible potential to deliver exciting new AI-enhanced software and systems. But, training the most powerful models is expensive--financially, computationally, and environmentally. Increasing the efficiency of such models will have profound impacts in many ways, so developing future models with this intension in mind will only help to further expand the reach, applicability, and value of what deep learning has to offer.",Deep Learning," Jun 18, 2021",https://www.kdnuggets.com/2021/06/efficiency-deep-learning-part1.html
Dashboards for Interpreting & Comparing Machine Learning Models,This article discusses using Interpret to create dashboards for machine learning models.,Interpretability," Jun 17, 2021",https://www.kdnuggets.com/2021/06/dashboards-interpreting-comparing-machine-learning-models.html
An introduction to Explainable AI (XAI) and Explainable Boosting Machines (EBM),"Understanding why your AI-based models make the decisions they do is crucial for deploying practical solutions in the real-world. Here, we review some techniques in the field of Explainable AI (XAI), why explainability is important, example models of explainable AI using LIME and SHAP, and demonstrate how Explainable Boosting Machines (EBMs) can make explainability even easier.",AI," Jun 16, 2021",https://www.kdnuggets.com/2021/06/explainable-ai-xai-explainable-boosting-machines-ebm.html
Design Patterns in Machine Learning for MLOps,This article outlines some of the most common design patterns encountered when creating successful Machine Learning solutions.,Machine Learning," Feb 23, 2022",https://www.kdnuggets.com/2022/02/design-patterns-machine-learning-mlops.html
Essential Machine Learning Algorithms: A Beginner’s Guide,"Machine Learning as a technology, ensures that our current gadgets and their software get smarter by the day. Here are the algorithms that you ought to know about to understand Machine Learning’s varied and extensive functionalities and their effectiveness.",Machine Learning," Feb 22, 2022",https://www.kdnuggets.com/2021/05/essential-machine-learning-algorithms-beginners.html
The Challenges of Creating Features for Machine Learning,What are the challenges of creating features for machine learning and how can we mitigate them.,Machine Learning," Feb 21, 2022",https://www.kdnuggets.com/2022/02/challenges-creating-features-machine-learning.html
Random Forest® vs Decision Tree: Key Differences,Check out this reasoned comparison of 2 critical machine learning algorithms to help you better make an informed decision.,Machine Learning," Feb 18, 2022",https://www.kdnuggets.com/2022/02/random-forest-decision-tree-key-differences.html
How You Can Use Machine Learning to Automatically Label Data,AI and machine learning can provide us with these tools. This guide will explore how we can use machine learning to label data.,Machine Learning," Feb 18, 2022",https://www.kdnuggets.com/2022/02/machine-learning-automatically-label-data.html
An Easy Guide to Choose the Right Machine Learning Algorithm,"There's no free lunch in machine learning. So, determining which algorithm to use depends on many factors from the type of problem at hand to the type of output you are looking for. This guide offers several considerations to review when exploring the right ML approach for your dataset.",Machine Learning," Feb 17, 2022",https://www.kdnuggets.com/2020/05/guide-choose-right-machine-learning-algorithm.html
No Brainer AutoML with AutoXGB,"Learn how to train, optimize, and build API with a few lines of code using AutoXGB.",Machine Learning," Feb 17, 2022",https://www.kdnuggets.com/2022/02/no-brainer-automl-autoxgb.html
Free MIT Courses on Calculus: The Key to Understanding Deep Learning,Calculus is the key to fully understanding how neural networks function. Go beyond a surface understanding of this mathematics discipline with these free course materials from MIT.,Machine Learning," Feb 14, 2022",https://www.kdnuggets.com/2020/07/free-mit-courses-calculus-key-deep-learning.html
Top 5 Free Machine Learning Courses,Give a boost to your career and learn job-ready machine learning skills by taking the best free online courses.,Machine Learning," Feb 14, 2022",https://www.kdnuggets.com/2022/02/top-5-free-machine-learning-courses.html
How to Learn Math for Machine Learning,So how much math do you need to know in order to work in the data science industry? The answer: Not as much as you think.,Machine Learning," Feb 11, 2022",https://www.kdnuggets.com/2022/02/learn-math-machine-learning.html
"Decision Tree Algorithm, Explained",All you need to know about decision trees and how to build and optimize decision tree classifier.,Machine Learning," Feb 9, 2022",https://www.kdnuggets.com/2020/01/decision-tree-algorithm-explained.html
An Overview of Logistic Regression,Logistic regression is an extension of linear regression to solve classification problems. Read more on the specifics of this algorithm here.,Machine Learning," Feb 4, 2022",https://www.kdnuggets.com/2022/02/overview-logistic-regression.html
7 Steps to Mastering Machine Learning with Python in 2022,"Are you trying to teach yourself machine learning from scratch, but aren’t sure where to start? I will attempt to condense all the resources I’ve used over the years into 7 steps that you can follow to teach yourself machine learning.",Machine Learning," Feb 1, 2022",https://www.kdnuggets.com/2022/02/7-steps-mastering-machine-learning-python.html
Effective Testing for Machine Learning,"Given how uncertain ML projects are, this is an incremental strategy that you can adopt as your project matures; it includes test examples to provide a clear idea of how these tests look in practice, and a complete project implementation is available on GitHub. By the end of the post, you’ll be able to develop more robust ML pipelines.",Machine Learning," Jan 31, 2022",https://www.kdnuggets.com/2022/01/effective-testing-machine-learning.html
Learn Machine Learning 4X Faster by Participating in Competitions,Participating in competitions has taught me everything about machine learning and how It can help you learn multiple domains faster than online courses.,Machine Learning," Jan 25, 2022",https://www.kdnuggets.com/2022/01/learn-machine-learning-4x-faster-participating-competitions.html
3 Reasons Why Data Scientists Should Use LightGBM,"There are many great boosting Python libraries for data scientists to reap the benefits of. In this article, the author discusses LightGBM benefits and how they are specific to your data science job.",Machine Learning," Jan 24, 2022",https://www.kdnuggets.com/2022/01/data-scientists-reasons-lightgbm.html
Transfer Learning for Image Recognition and Natural Language Processing,"Read the second article in this series on Transfer Learning, and learn how to apply it to Image Recognition and Natural Language Processing.",Machine Learning," Jan 14, 2022",https://www.kdnuggets.com/2022/01/transfer-learning-image-recognition-natural-language-processing.html
A (Much) Better Approach to Evaluate Your Machine Learning Model,Using one or two performance metrics seems sufficient to claim that your ML model is good — chances are that it’s not.,Machine Learning," Jan 12, 2022",https://www.kdnuggets.com/2022/01/much-better-approach-evaluate-machine-learning-model.html
Interpretable Neural Networks with PyTorch,Learn how to build feedforward neural networks that are interpretable by design using PyTorch.,Machine Learning," Jan 11, 2022",https://www.kdnuggets.com/2022/01/interpretable-neural-networks-pytorch.html
A Full End-to-End Deployment of a Machine Learning Algorithm into a Live Production Environment,"How to use scikit-learn, pickle, Flask, Microsoft Azure and ipywidgets to fully deploy a Python machine learning algorithm into a live, production environment.",Machine Learning," Jan 11, 2022",https://www.kdnuggets.com/2021/12/deployment-machine-learning-algorithm-live-production-environment.html
What is Transfer Learning?,"During transfer learning, the knowledge leveraged and rapid progress from a source task is used to improve the learning and development to a new target task. Read on for a deeper dive on the subject.",Machine Learning," Jan 5, 2022",https://www.kdnuggets.com/2022/01/transfer-learning.html
Why Do Machine Learning Models Die In Silence?,A critical problem for companies when integrating machine learning in their business processes is not knowing why they don't perform well after a while. The reason is called concept drift. Here's an informational guide to understanding the concept well.,Machine Learning," Jan 5, 2022",https://www.kdnuggets.com/2022/01/machine-learning-models-die-silence.html
Hands-on Reinforcement Learning Course Part 3: SARSA,"This is part 3 of my hands-on course on reinforcement learning, which takes you from zero to HERO . Today we will learn about SARSA, a powerful RL algorithm.",Machine Learning," Jan 3, 2022",https://www.kdnuggets.com/2022/01/handson-reinforcement-learning-course-part-3-sarsa.html
4 Reasons Why You Shouldn’t Use Machine Learning,It's time to learn: machine learning is not a Swiss Army knife.,Advice," Dec 29, 2021",https://www.kdnuggets.com/2021/12/4-reasons-shouldnt-machine-learning.html
How AI/ML Technology Integration Will Help Business in Achieving Goals in 2022,"AI/ML systems have a wide range of applications in a variety of industries and sectors, and this article highlights the top ways AI/ML will impact your small business in 2022.",AI," Dec 29, 2021",https://www.kdnuggets.com/2021/12/aiml-technology-integration-help-business-achieving-goals-2022.html
Versioning Machine Learning Experiments vs Tracking Them,Learn how to improve ML reproducibility by treating experiments as code.,Experimentation," Dec 27, 2021",https://www.kdnuggets.com/2021/12/versioning-machine-learning-experiments-tracking.html
Alternative Feature Selection Methods in Machine Learning,"Feature selection methodologies go beyond filter, wrapper and embedded methods. In this article, I describe 3 alternative algorithms to select predictive features based on a feature importance score.",Data Preparation," Dec 24, 2021",https://www.kdnuggets.com/2021/12/alternative-feature-selection-methods-machine-learning.html
AI and climate change have a complicated relationship,Learn about the importance of environmental AI and its carbon impact in this comprehensive review.,AI," Dec 23, 2021",https://www.kdnuggets.com/2021/12/ai-climate-change-is-complicated.html
6 Predictive Models Every Beginner Data Scientist Should Master,"Data Science models come with different flavors and techniques — luckily, most advanced models are based on a couple of fundamentals. Which models should you learn when you want to begin a career as Data Scientist? This post brings you 6 models that are widely used in the industry, either in standalone form or as a building block for other advanced techniques.",Linear Regression," Dec 23, 2021",https://www.kdnuggets.com/2021/12/6-predictive-models-every-beginner-data-scientist-master.html
Machine learning does not produce value for my business. Why?,"What is going on when machine learning can't make the jump from testing to production, and so doesn't add any business value?",Business Value," Dec 22, 2021",https://www.kdnuggets.com/2021/12/machine-learning-produce-value-business.html
Federated Learning: Collaborative Machine Learning with a Tutorial on How to Get Started,Read on to learn more about the intricacies of federated learning and what it can do for machine learning on sensitive data.,Data Federation," Dec 21, 2021",https://www.kdnuggets.com/2021/12/federated-learning-collaborative-machine-learning-tutorial-get-started.html
How to Speed Up XGBoost Model Training,"XGBoost is an open-source implementation of gradient boosting designed for speed and performance. However, even XGBoost training can sometimes be slow. This article will review the advantages and disadvantages of each approach as well as go over how to get started.",Machine Learning," Dec 20, 2021",https://www.kdnuggets.com/2021/12/speed-xgboost-model-training.html
"Cloud ML In Perspective: Surprises of 2021, Projections for 2022","Let’s take a closer look on Cloud ML market in 2021 in retrospective (with occasional drills into realities of 2020, too). Read this in-depth analysis.",2022 Predictions," Dec 16, 2021",https://www.kdnuggets.com/2021/12/cloud-ml-perspective-surprises-2021-projections-2022.html
Data Science & Analytics Industry Main Developments in 2021 and Key Trends for 2022,"We have solicited insights from experts at industry-leading companies, asking: ""What were the main AI, Data Science, Machine Learning Developments in 2021 and what key trends do you expect in 2022?"" Read their opinions here.",2022 Predictions," Dec 14, 2021",https://www.kdnuggets.com/2021/12/developments-predictions-data-science-analytics-industry.html
Feature Selection: Where Science Meets Art,From heuristic to algorithmic feature selection techniques for data science projects.,Data Preprocessing," Dec 14, 2021",https://www.kdnuggets.com/2021/12/feature-selection-science-meets-art.html
Introduction to Clustering in Python with PyCaret,"A step-by-step, beginner-friendly tutorial for unsupervised clustering tasks in Python using PyCaret.",Clustering," Dec 13, 2021",https://www.kdnuggets.com/2021/12/introduction-clustering-python-pycaret.html
"Main 2021 Developments and Key 2022 Trends in AI, Data Science, Machine Learning Technology","Our panel of leading experts reviews 2021 main developments and examines the key trends in AI, Data Science, Machine Learning, and Deep Learning Technology.",2022 Predictions," Dec 10, 2021",https://www.kdnuggets.com/2021/12/trends-ai-data-science-ml-technology.html
Deep Neural Networks Don’t Lead Us Towards AGI,"Machine learning techniques continue to evolve with increased efficiency for recognition problems. But, they still lack the critical element of intelligence, so we remain a long way from attaining AGI.",AGI," Dec 9, 2021",https://www.kdnuggets.com/2021/12/deep-neural-networks-not-toward-agi.html
Should You Become a Freelance Artificial Intelligence Engineer?,Take the first step towards your machine learning engineering career and explore the UC San Diego Extension Machine Learning Engineering Bootcamp today. Those with prior software engineering or data science experience are encouraged to apply.,AI," Dec 8, 2021",https://www.kdnuggets.com/2021/12/ucsd-become-freelance-artificial-intelligence-engineer.html
"AI, Analytics, Machine Learning, Data Science, Deep Learning Research Main Developments in 2021 and Key Trends for 2022","2021 has almost come and gone. We saw some standout advancements in AI, Analytics, Machine Learning, Data Science, Deep Learning Research this past year, and the future, starting with 2022, looks bright. As per KDnuggets tradition, our collection of experts have contributed their insights on the matter. Read on to find out more.",2022 Predictions," Dec 8, 2021",https://www.kdnuggets.com/2021/12/developments-predictions-ai-machine-learning-data-science-research.html
"KDnuggets™ News 21:n46, Dec 8: How to Get Certified as a Data Scientist; 5 Practical Data Science Projects That Will Help You Solve Real Business Problems for 2022","How to Get Certified as a Data Scientist; 5 Practical Data Science Projects That Will Help You Solve Real Business Problems for 2022; 2021: A Year Full of Amazing AI papers — A Review; What Does a Data Scientist Do?; A $9B AI Failure, Examined",AI," Dec 8, 2021",https://www.kdnuggets.com/2021/n46.html
Introduction to Binary Classification with PyCaret,PyCaret is an alternate low-code library that can be used to replace hundreds of lines of code with few lines only. See how to use it for binary classification.,Classification," Dec 7, 2021",https://www.kdnuggets.com/2021/12/introduction-binary-classification-pycaret.html
A Beginner’s Guide to End to End Machine Learning,"Learn to train, tune, deploy and monitor machine learning models.",Beginners," Dec 6, 2021",https://www.kdnuggets.com/2021/12/beginner-guide-end-end-machine-learning.html
Using PyCaret’s New Time Series Module,"PyCaret’s new time series module is now available in beta. Staying true to the simplicity of PyCaret, it is consistent with the existing API and comes with a lot of functionalities.",Machine Learning," Dec 3, 2021",https://www.kdnuggets.com/2021/12/pycaret-new-time-series-module.html
Building Massively Scalable Machine Learning Pipelines with Microsoft Synapse ML,The new platform provides a single API to abstract dozens of ML frameworks and databases.,Machine Learning," Nov 30, 2021",https://www.kdnuggets.com/2021/11/building-massively-scalable-machine-learning-pipelines-microsoft-synapse-ml.html
Common Misconceptions About Differential Privacy,This article will clarify some common misconceptions about differential privacy and what it guarantees.,Data Science," Nov 24, 2021",https://www.kdnuggets.com/2021/11/common-misconceptions-differential-privacy.html
3 Differences Between Coding in Data Science and Machine Learning,"The terms ‘data science’ and ‘machine learning’ are often used interchangeably. But while they are related, there are some glaring differences, so let’s take a look at the differences between the two disciplines, specifically as it relates to programming.",Data Science," Nov 19, 2021",https://www.kdnuggets.com/2021/11/3-differences-coding-data-science-machine-learning.html
"KDnuggets™ News 21:n44, Nov 17: Don’t Waste Time Building Your Data Science Network; 19 Data Science Project Ideas for Beginners",Don’t Waste Time Building Your Data Science Network; 19 Data Science Project Ideas for Beginners; How I Redesigned over 100 ETL into ELT Data Pipelines; Anecdotes from 11 Role Models in Machine Learning; The Ultimate Guide To Different Word Embedding Techniques In NLP,Beginners," Nov 17, 2021",https://www.kdnuggets.com/2021/n44.html
Anecdotes from 11 Role Models in Machine Learning,The skills needed to create good data are also the skills needed for good leadership.,Active Learning," Nov 12, 2021",https://www.kdnuggets.com/2021/11/anecdotes-11-role-models-machine-learning.html
Dream Come True: Building websites by thinking about them,"From the mind to the computer, make websites using your imagination!",Brain," Nov 11, 2021",https://www.kdnuggets.com/2021/11/dream-come-true-allennlp-hacks-21.html
The Common Misconceptions About Machine Learning,Beginners in the field can often have many misconceptions about machine learning that sometimes can be a make-it-or-break-it moment for the individual switching careers or starting fresh. This article clearly describes the ground truth realities about learning new ML skills and eventually working professionally as a machine learning engineer.,Beginners," Nov 9, 2021",https://www.kdnuggets.com/2021/11/common-misconception-about-machine-learning.html
Machine Learning Safety: Unsolved Problems,"There remain critical challenges in machine learning that, if left resolved, could lead to unintended consequences and unsafe use of AI in the future. As an important and active area of research, roadmaps are being developed to help guide continued ML research and use toward meaningful and robust applications.",Machine Learning," Nov 5, 2021",https://www.kdnuggets.com/2021/11/machine-learning-safety-unsolved-problems.html
AI Infinite Training & Maintaining Loop,"Productizing AI is an infrastructure orchestration problem. In planning your solution design, you should use continuous monitoring, retraining, and feedback to ensure stability and sustainability.",AI," Nov 4, 2021",https://www.kdnuggets.com/2021/11/ai-infinite-training-maintaining-loop.html
7 of The Coolest Machine Learning Topics of 2021 at ODSC West,"At our upcoming event this November 16th-18th in San Francisco, ODSC West 2021 will feature a plethora of talks, workshops, and training sessions on machine learning topics, deep learning, NLP, MLOps, and so on. You can register now for 20% off all ticket types, or register for a free AI Expo Pass to see what some big names in AI are doing now.",Machine Learning," Nov 3, 2021",https://www.kdnuggets.com/2021/11/odsc-7-coolest-machine-learning-topics.html
Visual Scoring Techniques for Classification Models,Read this article assessing a model performance in a broader context.,Classification," Nov 3, 2021",https://www.kdnuggets.com/2021/11/visual-scoring-techniques-classification-models.html
"KDnuggets™ News 21:n42, Nov 3: Google Recommendations Before Taking Their Machine Learning Course; Guide to Data Science Jobs",What Google Recommends You do Before Taking Their Machine Learning or Data Science Course; A Guide to 14 Different Data Science Jobs; Analyze Python Code in Jupyter Notebooks; Machine Learning Model Development and Model Operations: Principles and Practices; Want to Join a Bank? Everything Data Scientists Need to Know About Working in Fintech,Career Advice," Nov 3, 2021",https://www.kdnuggets.com/2021/n42.html
Design Patterns for Machine Learning Pipelines,"ML pipeline design has undergone several evolutions in the past decade with advances in memory and processor performance, storage systems, and the increasing scale of data sets. We describe how these design patterns changed, what processes they went through, and their future direction.",Data Preprocessing," Nov 2, 2021",https://www.kdnuggets.com/2021/11/design-patterns-machine-learning-pipelines.html
What Google Recommends You do Before Taking Their Machine Learning or Data Science Course,First steps to learning data science & machine learning are the foundations.,Beginners," Oct 28, 2021",https://www.kdnuggets.com/2021/10/google-recommends-before-machine-learning-data-science-course.html
Machine Learning Model Development and Model Operations: Principles and Practices,"The ML model management and the delivery of highly performing model is as important as the initial build of the model by choosing right dataset. The concepts around model retraining, model versioning, model deployment and model monitoring are the basis for machine learning operations (MLOps) that helps the data science teams deliver highly performing models.",Algorithms," Oct 27, 2021",https://www.kdnuggets.com/2021/10/machine-learning-model-development-operations-principles-practice.html
Getting Started with PyTorch Lightning,"As a library designed for production research, PyTorch Lightning streamlines hardware support and distributed training as well, and we’ll show how easy it is to move training to a GPU toward the end.",Deep Learning," Oct 26, 2021",https://www.kdnuggets.com/2021/10/getting-started-pytorch-lightning.html
